0,1,2,3,4
0.016,0.002,0.002,0.006,0.974
0.034,0.0,0.0,0.01,0.956
0.12,0.038,0.73,0.088,0.024
0.008,0.014,0.004,0.012,0.962
0.01,0.004,0.978,0.004,0.004
0.004,0.0,0.002,0.006,0.988
0.946,0.006,0.008,0.026,0.014
0.994,0.0,0.0,0.006,0.0
0.994,0.0,0.002,0.0,0.004
0.0,0.0,0.0,0.002,0.998
0.01,0.982,0.004,0.004,0.0
0.99,0.0,0.0,0.004,0.006
0.942,0.004,0.002,0.046,0.006
0.902,0.018,0.01,0.058,0.012
0.998,0.0,0.0,0.0,0.002
0.912,0.028,0.014,0.028,0.018
0.0,0.0,1.0,0.0,0.0
0.99,0.0,0.0,0.006,0.004
0.01,0.974,0.006,0.01,0.0
0.01,0.002,0.002,0.976,0.01
0.002,0.008,0.984,0.004,0.002
0.986,0.002,0.002,0.01,0.0
0.994,0.002,0.002,0.002,0.0
0.004,0.0,0.0,0.0,0.996
0.02,0.006,0.002,0.012,0.96
0.008,0.928,0.012,0.052,0.0
0.966,0.006,0.002,0.024,0.002
0.004,0.0,0.004,0.992,0.0
0.076,0.014,0.028,0.044,0.838
0.006,0.0,0.022,0.972,0.0
0.004,0.0,0.004,0.99,0.002
0.998,0.0,0.0,0.002,0.0
0.008,0.002,0.006,0.01,0.974
0.002,0.024,0.002,0.958,0.014
0.0,0.0,1.0,0.0,0.0
0.998,0.0,0.0,0.002,0.0
0.004,0.0,0.0,0.996,0.0
0.99,0.0,0.006,0.004,0.0
0.05,0.04,0.096,0.808,0.006
0.002,0.0,0.996,0.002,0.0
0.004,0.014,0.0,0.974,0.008
0.014,0.002,0.006,0.0,0.978
0.982,0.002,0.008,0.002,0.006
0.02,0.006,0.002,0.008,0.964
0.994,0.0,0.004,0.002,0.0
0.008,0.0,0.982,0.008,0.002
0.0,0.004,0.022,0.972,0.002
0.002,0.0,0.998,0.0,0.0
0.006,0.0,0.992,0.0,0.002
0.992,0.0,0.0,0.004,0.004
0.96,0.004,0.006,0.018,0.012
0.002,0.002,0.01,0.984,0.002
0.976,0.002,0.004,0.018,0.0
0.932,0.016,0.012,0.034,0.006
0.024,0.01,0.018,0.026,0.922
0.016,0.004,0.006,0.0,0.974
0.93,0.016,0.002,0.032,0.02
0.994,0.002,0.002,0.0,0.002
0.01,0.0,0.002,0.988,0.0
0.968,0.01,0.004,0.016,0.002
0.0,0.0,0.0,1.0,0.0
0.002,0.0,0.0,0.0,0.998
0.006,0.97,0.008,0.014,0.002
0.026,0.952,0.004,0.012,0.006
0.012,0.952,0.006,0.024,0.006
0.0,0.0,0.0,0.0,1.0
0.006,0.002,0.978,0.012,0.002
0.03,0.012,0.022,0.924,0.012
0.998,0.0,0.0,0.002,0.0
0.0,0.002,0.998,0.0,0.0
0.994,0.002,0.002,0.0,0.002
0.008,0.006,0.034,0.948,0.004
0.034,0.004,0.938,0.014,0.01
0.998,0.0,0.0,0.002,0.0
0.986,0.002,0.006,0.0,0.006
0.998,0.002,0.0,0.0,0.0
0.006,0.006,0.0,0.988,0.0
0.0,0.99,0.002,0.008,0.0
0.022,0.92,0.008,0.038,0.012
0.002,0.01,0.0,0.986,0.002
0.008,0.004,0.984,0.004,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.004,0.992,0.002,0.002
0.004,0.976,0.002,0.016,0.002
0.964,0.008,0.006,0.02,0.002
0.008,0.006,0.978,0.006,0.002
0.016,0.004,0.004,0.004,0.972
0.0,0.0,0.0,0.002,0.998
1.0,0.0,0.0,0.0,0.0
