0,1,2,3,4
0.22,0.04,0.024,0.054,0.662
0.03,0.01,0.002,0.004,0.954
0.818,0.046,0.04,0.064,0.032
0.02,0.0,0.0,0.006,0.974
0.022,0.002,0.008,0.014,0.954
0.03,0.926,0.012,0.03,0.002
0.0,0.0,0.0,1.0,0.0
0.002,0.0,0.0,0.0,0.998
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.998,0.002,0.0
0.99,0.0,0.004,0.004,0.002
0.012,0.0,0.0,0.002,0.986
0.996,0.0,0.002,0.002,0.0
0.994,0.002,0.0,0.002,0.002
0.92,0.0,0.002,0.072,0.006
0.978,0.002,0.002,0.016,0.002
0.992,0.002,0.0,0.004,0.002
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.11,0.016,0.016,0.84,0.018
0.038,0.044,0.026,0.888,0.004
0.984,0.0,0.006,0.002,0.008
0.0,0.002,0.998,0.0,0.0
0.006,0.958,0.024,0.01,0.002
0.978,0.006,0.0,0.012,0.004
0.002,0.0,0.998,0.0,0.0
0.992,0.0,0.0,0.008,0.0
0.064,0.076,0.742,0.108,0.01
0.026,0.014,0.036,0.918,0.006
0.026,0.048,0.018,0.898,0.01
0.994,0.0,0.0,0.004,0.002
0.012,0.004,0.0,0.974,0.01
0.0,0.0,1.0,0.0,0.0
0.996,0.0,0.0,0.004,0.0
0.992,0.002,0.002,0.004,0.0
0.008,0.0,0.992,0.0,0.0
0.992,0.0,0.0,0.004,0.004
0.01,0.162,0.038,0.748,0.042
0.972,0.006,0.0,0.01,0.012
0.004,0.004,0.0,0.992,0.0
0.832,0.028,0.038,0.06,0.042
0.0,0.004,0.0,0.996,0.0
0.002,0.0,0.0,0.998,0.0
1.0,0.0,0.0,0.0,0.0
0.002,0.0,0.0,0.998,0.0
0.0,0.0,0.0,0.0,1.0
0.008,0.0,0.988,0.002,0.002
0.0,0.002,0.002,0.008,0.988
1.0,0.0,0.0,0.0,0.0
0.014,0.0,0.002,0.0,0.984
0.998,0.002,0.0,0.0,0.0
0.008,0.0,0.0,0.0,0.992
0.016,0.002,0.972,0.006,0.004
0.002,0.0,0.998,0.0,0.0
0.968,0.002,0.006,0.012,0.012
0.914,0.01,0.0,0.048,0.028
0.002,0.0,0.01,0.986,0.002
0.998,0.0,0.0,0.002,0.0
0.01,0.0,0.99,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.992,0.0,0.002,0.0,0.006
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002,0.998
0.998,0.0,0.0,0.0,0.002
0.998,0.002,0.0,0.0,0.0
0.024,0.006,0.014,0.946,0.01
1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.014,0.01,0.002,0.002,0.972
0.982,0.002,0.004,0.006,0.006
0.094,0.052,0.02,0.826,0.008
0.988,0.004,0.002,0.004,0.002
0.004,0.986,0.002,0.004,0.004
0.052,0.158,0.018,0.754,0.018
0.0,0.0,0.0,0.0,1.0
0.004,0.002,0.004,0.002,0.988
1.0,0.0,0.0,0.0,0.0
