0,1,2,3,4
0.994,0.0,0.0,0.002,0.004
0.99,0.002,0.002,0.006,0.0
0.998,0.0,0.0,0.002,0.0
0.05,0.106,0.742,0.09,0.012
0.006,0.004,0.006,0.97,0.014
0.018,0.006,0.96,0.014,0.002
0.002,0.994,0.002,0.002,0.0
0.934,0.002,0.002,0.062,0.0
0.022,0.008,0.942,0.022,0.006
0.956,0.008,0.018,0.008,0.01
0.088,0.03,0.786,0.07,0.026
0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.998,0.002,0.0
1.0,0.0,0.0,0.0,0.0
0.006,0.004,0.004,0.948,0.038
1.0,0.0,0.0,0.0,0.0
0.022,0.008,0.954,0.016,0.0
0.0,0.986,0.002,0.01,0.002
0.0,0.002,0.0,0.0,0.998
0.988,0.0,0.006,0.004,0.002
0.002,0.0,0.0,0.998,0.0
0.024,0.83,0.01,0.13,0.006
1.0,0.0,0.0,0.0,0.0
0.002,0.974,0.006,0.012,0.006
0.998,0.0,0.0,0.002,0.0
0.994,0.0,0.0,0.006,0.0
0.026,0.002,0.002,0.04,0.93
0.014,0.0,0.0,0.986,0.0
1.0,0.0,0.0,0.0,0.0
0.996,0.0,0.004,0.0,0.0
0.0,0.996,0.0,0.004,0.0
1.0,0.0,0.0,0.0,0.0
0.004,0.004,0.004,0.002,0.986
0.008,0.006,0.004,0.01,0.972
0.0,0.01,0.002,0.988,0.0
0.988,0.0,0.004,0.002,0.006
0.0,0.0,0.996,0.0,0.004
0.0,0.0,0.996,0.004,0.0
0.974,0.006,0.004,0.012,0.004
0.028,0.008,0.002,0.018,0.944
0.992,0.0,0.006,0.0,0.002
0.016,0.01,0.0,0.044,0.93
0.002,0.0,0.994,0.004,0.0
0.092,0.034,0.026,0.074,0.774
0.012,0.006,0.002,0.98,0.0
0.002,0.0,0.998,0.0,0.0
0.004,0.916,0.042,0.014,0.024
0.0,0.0,0.016,0.984,0.0
0.012,0.948,0.008,0.026,0.006
0.97,0.01,0.006,0.012,0.002
0.98,0.0,0.01,0.006,0.004
0.968,0.006,0.008,0.012,0.006
0.032,0.012,0.928,0.024,0.004
0.994,0.002,0.002,0.002,0.0
0.946,0.002,0.002,0.048,0.002
0.022,0.11,0.018,0.84,0.01
0.996,0.0,0.0,0.004,0.0
0.0,0.0,0.0,0.002,0.998
1.0,0.0,0.0,0.0,0.0
0.006,0.0,0.0,0.994,0.0
0.002,0.0,0.0,0.002,0.996
0.0,0.0,0.998,0.002,0.0
0.998,0.0,0.0,0.002,0.0
0.97,0.006,0.01,0.01,0.004
0.0,0.002,0.0,0.998,0.0
0.006,0.966,0.01,0.01,0.008
0.032,0.012,0.93,0.026,0.0
0.0,0.0,1.0,0.0,0.0
0.972,0.004,0.008,0.016,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.002,0.998,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.552,0.082,0.05,0.288,0.028
0.0,0.004,0.0,0.0,0.996
0.002,0.0,0.004,0.994,0.0
1.0,0.0,0.0,0.0,0.0
0.994,0.0,0.002,0.004,0.0
0.002,0.0,0.0,0.994,0.004
0.972,0.0,0.002,0.01,0.016
0.98,0.0,0.0,0.018,0.002
0.998,0.0,0.0,0.0,0.002
0.024,0.01,0.002,0.96,0.004
0.994,0.0,0.002,0.004,0.0
0.008,0.01,0.0,0.968,0.014
0.002,0.0,0.0,0.002,0.996
0.012,0.004,0.004,0.956,0.024
0.0,0.994,0.002,0.0,0.004
0.016,0.948,0.002,0.032,0.002
0.004,0.076,0.0,0.916,0.004
0.006,0.0,0.002,0.004,0.988
0.994,0.0,0.002,0.0,0.004
0.014,0.946,0.016,0.016,0.008
0.0,0.0,1.0,0.0,0.0
0.994,0.0,0.006,0.0,0.0
0.008,0.006,0.004,0.98,0.002
0.998,0.0,0.0,0.002,0.0
1.0,0.0,0.0,0.0,0.0
0.1,0.004,0.002,0.882,0.012
0.018,0.008,0.956,0.014,0.004
0.018,0.0,0.966,0.012,0.004
0.0,0.002,0.0,0.0,0.998
0.002,0.0,0.008,0.978,0.012
0.006,0.006,0.984,0.004,0.0
1.0,0.0,0.0,0.0,0.0
0.01,0.0,0.008,0.978,0.004
0.004,0.002,0.0,0.004,0.99
0.012,0.92,0.002,0.064,0.002
0.004,0.012,0.0,0.002,0.982
0.0,0.0,1.0,0.0,0.0
0.016,0.002,0.006,0.024,0.952
0.012,0.016,0.004,0.956,0.012
0.94,0.018,0.016,0.022,0.004
1.0,0.0,0.0,0.0,0.0
0.006,0.0,0.988,0.002,0.004
0.038,0.01,0.006,0.014,0.932
0.998,0.0,0.0,0.0,0.002
0.92,0.028,0.018,0.032,0.002
0.0,0.994,0.0,0.004,0.002
1.0,0.0,0.0,0.0,0.0
0.966,0.01,0.006,0.014,0.004
0.964,0.0,0.004,0.032,0.0
0.994,0.002,0.002,0.002,0.0
0.002,0.984,0.0,0.014,0.0
0.006,0.004,0.986,0.004,0.0
0.998,0.0,0.0,0.002,0.0
0.992,0.0,0.0,0.0,0.008
0.036,0.006,0.01,0.942,0.006
0.046,0.872,0.014,0.058,0.01
0.952,0.002,0.006,0.032,0.008
0.0,0.0,0.0,0.0,1.0
0.998,0.0,0.0,0.002,0.0
0.024,0.012,0.064,0.894,0.006
0.004,0.984,0.002,0.01,0.0
1.0,0.0,0.0,0.0,0.0
0.008,0.006,0.966,0.018,0.002
0.994,0.002,0.004,0.0,0.0
0.004,0.002,0.0,0.0,0.994
0.008,0.002,0.002,0.004,0.984
0.992,0.0,0.002,0.002,0.004
0.004,0.0,0.992,0.004,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0
0.018,0.0,0.0,0.978,0.004
0.994,0.002,0.0,0.004,0.0
0.028,0.002,0.004,0.004,0.962
0.004,0.012,0.046,0.928,0.01
0.762,0.032,0.012,0.144,0.05
0.016,0.016,0.056,0.002,0.91
0.992,0.0,0.0,0.006,0.002
0.008,0.004,0.988,0.0,0.0
0.018,0.01,0.002,0.936,0.034
0.996,0.002,0.002,0.0,0.0
0.028,0.038,0.89,0.034,0.01
1.0,0.0,0.0,0.0,0.0
0.0,0.006,0.002,0.992,0.0
0.0,0.0,0.996,0.004,0.0
0.026,0.004,0.0,0.004,0.966
0.014,0.004,0.014,0.966,0.002
0.004,0.002,0.014,0.006,0.974
0.038,0.01,0.004,0.044,0.904
