0,1,2,3,4
0.998,0.0,0.002,0.0,0.0
0.004,0.0,0.008,0.012,0.976
0.0,0.0,1.0,0.0,0.0
0.932,0.002,0.01,0.034,0.022
0.0,0.002,0.026,0.972,0.0
0.994,0.0,0.002,0.004,0.0
0.99,0.002,0.002,0.004,0.002
0.97,0.0,0.004,0.012,0.014
0.0,0.0,1.0,0.0,0.0
0.996,0.0,0.002,0.0,0.002
0.006,0.008,0.002,0.976,0.008
0.014,0.026,0.008,0.952,0.0
0.004,0.974,0.006,0.012,0.004
0.998,0.0,0.002,0.0,0.0
0.31,0.062,0.358,0.162,0.108
0.0,0.996,0.0,0.002,0.002
0.0,0.0,0.998,0.002,0.0
0.02,0.008,0.022,0.944,0.006
0.936,0.004,0.018,0.032,0.01
0.98,0.0,0.002,0.008,0.01
0.0,0.0,0.002,0.002,0.996
0.006,0.0,0.002,0.01,0.982
0.0,0.002,0.0,0.0,0.998
0.996,0.0,0.0,0.002,0.002
0.0,0.0,0.0,0.012,0.988
0.998,0.0,0.0,0.0,0.002
0.002,0.0,0.998,0.0,0.0
0.156,0.066,0.09,0.664,0.024
0.0,0.0,1.0,0.0,0.0
0.004,0.0,0.992,0.0,0.004
0.426,0.048,0.058,0.44,0.028
0.006,0.012,0.002,0.97,0.01
0.008,0.002,0.984,0.004,0.002
0.95,0.002,0.006,0.026,0.016
0.05,0.006,0.006,0.012,0.926
0.072,0.008,0.004,0.02,0.896
0.042,0.034,0.012,0.906,0.006
0.996,0.0,0.004,0.0,0.0
0.03,0.016,0.912,0.032,0.01
0.002,0.002,0.002,0.992,0.002
1.0,0.0,0.0,0.0,0.0
0.004,0.0,0.99,0.002,0.004
0.002,0.0,0.004,0.004,0.99
0.942,0.006,0.01,0.036,0.006
0.99,0.0,0.002,0.0,0.008
0.028,0.026,0.026,0.902,0.018
1.0,0.0,0.0,0.0,0.0
0.0,0.002,0.994,0.002,0.002
1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.002,0.008,0.0,0.982,0.008
0.002,0.0,0.002,0.002,0.994
0.918,0.01,0.008,0.036,0.028
0.012,0.972,0.0,0.008,0.008
0.01,0.976,0.002,0.012,0.0
0.0,0.0,1.0,0.0,0.0
0.008,0.0,0.004,0.002,0.986
1.0,0.0,0.0,0.0,0.0
0.986,0.004,0.002,0.0,0.008
0.994,0.002,0.0,0.002,0.002
0.0,0.0,1.0,0.0,0.0
0.992,0.0,0.004,0.004,0.0
0.0,0.0,1.0,0.0,0.0
0.996,0.0,0.0,0.002,0.002
0.992,0.002,0.002,0.0,0.004
0.002,0.0,0.0,0.002,0.996
0.0,0.0,0.998,0.0,0.002
0.86,0.03,0.034,0.064,0.012
0.978,0.008,0.002,0.012,0.0
0.188,0.03,0.034,0.732,0.016
0.992,0.0,0.0,0.004,0.004
0.97,0.008,0.0,0.016,0.006
0.994,0.002,0.0,0.004,0.0
0.0,0.0,0.0,0.0,1.0
0.002,0.998,0.0,0.0,0.0
0.002,0.002,0.996,0.0,0.0
0.036,0.922,0.014,0.016,0.012
0.976,0.0,0.006,0.01,0.008
0.986,0.0,0.002,0.008,0.004
0.004,0.002,0.988,0.004,0.002
0.006,0.0,0.0,0.992,0.002
0.006,0.0,0.002,0.002,0.99
0.014,0.002,0.002,0.008,0.974
0.99,0.0,0.0,0.0,0.01
0.118,0.748,0.016,0.042,0.076
0.982,0.004,0.002,0.002,0.01
1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.996,0.002,0.002,0.0,0.0
0.004,0.0,0.99,0.006,0.0
0.974,0.006,0.006,0.008,0.006
0.022,0.902,0.032,0.034,0.01
0.0,0.0,0.002,0.002,0.996
0.948,0.012,0.01,0.026,0.004
0.018,0.004,0.002,0.974,0.002
0.984,0.0,0.002,0.006,0.008
0.004,0.0,0.002,0.014,0.98
0.0,0.002,0.0,0.0,0.998
0.998,0.0,0.002,0.0,0.0
0.028,0.928,0.01,0.016,0.018
0.452,0.09,0.06,0.356,0.042
0.01,0.022,0.002,0.964,0.002
0.0,0.012,0.004,0.978,0.006
0.182,0.436,0.062,0.288,0.032
0.006,0.002,0.002,0.986,0.004
0.0,0.0,0.002,0.002,0.996
0.962,0.002,0.004,0.02,0.012
0.018,0.876,0.004,0.1,0.002
0.99,0.0,0.002,0.006,0.002
0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.002,0.998
0.992,0.002,0.002,0.002,0.002
0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.998,0.0,0.002
0.0,0.0,0.002,0.998,0.0
0.9,0.014,0.032,0.042,0.012
0.986,0.004,0.002,0.004,0.004
0.852,0.038,0.016,0.084,0.01
0.006,0.002,0.004,0.98,0.008
0.97,0.002,0.01,0.016,0.002
0.004,0.958,0.012,0.012,0.014
0.982,0.0,0.004,0.012,0.002
0.0,0.0,0.0,0.0,1.0
0.014,0.008,0.962,0.01,0.006
0.898,0.022,0.014,0.052,0.014
0.006,0.956,0.008,0.028,0.002
0.992,0.002,0.0,0.0,0.006
0.976,0.006,0.002,0.016,0.0
0.962,0.008,0.016,0.012,0.002
0.0,0.0,0.0,0.002,0.998
0.814,0.034,0.042,0.078,0.032
0.0,0.0,1.0,0.0,0.0
0.004,0.008,0.002,0.976,0.01
0.0,0.0,0.0,0.0,1.0
0.042,0.052,0.028,0.874,0.004
0.0,0.996,0.0,0.0,0.004
0.0,0.0,1.0,0.0,0.0
0.108,0.002,0.002,0.014,0.874
0.984,0.0,0.008,0.008,0.0
0.038,0.016,0.028,0.916,0.002
0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.002,0.0,0.0,0.994,0.004
0.012,0.006,0.0,0.982,0.0
0.02,0.006,0.0,0.018,0.956
0.046,0.878,0.024,0.038,0.014
0.026,0.0,0.008,0.002,0.964
0.006,0.0,0.004,0.99,0.0
0.996,0.004,0.0,0.0,0.0
0.008,0.0,0.978,0.012,0.002
0.986,0.004,0.002,0.006,0.002
0.99,0.0,0.0,0.006,0.004
0.0,0.0,0.0,0.0,1.0
0.982,0.002,0.006,0.004,0.006
0.992,0.0,0.002,0.004,0.002
0.02,0.01,0.002,0.01,0.958
0.026,0.006,0.004,0.956,0.008
0.008,0.008,0.002,0.98,0.002
1.0,0.0,0.0,0.0,0.0
0.07,0.546,0.16,0.124,0.1
