0,1,2,3,4
0.006,0.002,0.004,0.008,0.98
0.034,0.004,0.0,0.014,0.948
0.094,0.014,0.738,0.138,0.016
0.01,0.004,0.004,0.006,0.976
0.004,0.002,0.994,0.0,0.0
0.008,0.002,0.002,0.006,0.982
0.95,0.006,0.006,0.03,0.008
0.998,0.0,0.0,0.002,0.0
0.986,0.0,0.0,0.014,0.0
0.004,0.0,0.0,0.002,0.994
0.008,0.972,0.0,0.016,0.004
0.996,0.0,0.0,0.004,0.0
0.958,0.008,0.006,0.026,0.002
0.82,0.024,0.01,0.124,0.022
0.998,0.0,0.0,0.002,0.0
0.942,0.008,0.02,0.024,0.006
0.002,0.0,0.996,0.002,0.0
0.99,0.0,0.002,0.008,0.0
0.0,0.98,0.0,0.018,0.002
0.012,0.018,0.002,0.966,0.002
0.0,0.0,0.994,0.006,0.0
0.986,0.0,0.0,0.01,0.004
0.998,0.0,0.0,0.002,0.0
0.0,0.002,0.004,0.008,0.986
0.02,0.008,0.0,0.014,0.958
0.02,0.91,0.006,0.062,0.002
0.904,0.02,0.014,0.048,0.014
0.006,0.012,0.002,0.974,0.006
0.094,0.044,0.046,0.124,0.692
0.006,0.0,0.004,0.99,0.0
0.014,0.004,0.006,0.97,0.006
1.0,0.0,0.0,0.0,0.0
0.002,0.0,0.0,0.004,0.994
0.004,0.006,0.006,0.962,0.022
0.0,0.0,0.998,0.002,0.0
0.998,0.0,0.0,0.002,0.0
0.002,0.002,0.002,0.992,0.002
1.0,0.0,0.0,0.0,0.0
0.018,0.138,0.096,0.742,0.006
0.0,0.0,1.0,0.0,0.0
0.008,0.006,0.004,0.98,0.002
0.016,0.006,0.0,0.02,0.958
0.972,0.006,0.002,0.008,0.012
0.014,0.0,0.004,0.006,0.976
0.99,0.0,0.008,0.002,0.0
0.008,0.008,0.974,0.01,0.0
0.004,0.0,0.024,0.97,0.002
0.0,0.0,0.998,0.002,0.0
0.0,0.0,1.0,0.0,0.0
0.994,0.002,0.0,0.004,0.0
0.964,0.002,0.002,0.016,0.016
0.014,0.006,0.016,0.954,0.01
0.986,0.004,0.0,0.008,0.002
0.932,0.008,0.016,0.044,0.0
0.026,0.008,0.012,0.052,0.902
0.002,0.0,0.002,0.008,0.988
0.886,0.016,0.01,0.05,0.038
0.992,0.002,0.0,0.004,0.002
0.014,0.002,0.004,0.98,0.0
0.972,0.008,0.008,0.01,0.002
0.008,0.012,0.002,0.976,0.002
0.0,0.0,0.0,0.008,0.992
0.002,0.982,0.0,0.012,0.004
0.016,0.934,0.008,0.038,0.004
0.016,0.936,0.012,0.036,0.0
0.0,0.0,0.0,0.0,1.0
0.004,0.002,0.978,0.014,0.002
0.042,0.012,0.054,0.868,0.024
1.0,0.0,0.0,0.0,0.0
0.0,0.002,0.996,0.0,0.002
0.99,0.002,0.002,0.006,0.0
0.032,0.0,0.03,0.932,0.006
0.034,0.024,0.898,0.024,0.02
0.984,0.002,0.006,0.006,0.002
0.996,0.0,0.0,0.004,0.0
0.992,0.002,0.0,0.002,0.004
0.002,0.002,0.0,0.996,0.0
0.002,0.994,0.0,0.002,0.002
0.02,0.916,0.004,0.054,0.006
0.016,0.022,0.004,0.956,0.002
0.0,0.01,0.98,0.008,0.002
0.0,0.002,0.998,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.006,0.96,0.002,0.022,0.01
0.96,0.002,0.006,0.03,0.002
0.002,0.01,0.982,0.004,0.002
0.012,0.004,0.002,0.014,0.968
0.0,0.0,0.0,0.0,1.0
0.998,0.0,0.0,0.002,0.0
0.236,0.084,0.012,0.626,0.042
0.09,0.014,0.014,0.87,0.012
0.99,0.002,0.004,0.002,0.002
0.96,0.002,0.01,0.018,0.01
0.0,0.0,1.0,0.0,0.0
0.984,0.002,0.002,0.01,0.002
0.952,0.004,0.002,0.022,0.02
0.026,0.004,0.932,0.038,0.0
0.996,0.0,0.002,0.002,0.0
0.004,0.006,0.972,0.016,0.002
0.0,0.0,0.0,0.0,1.0
0.162,0.038,0.018,0.742,0.04
0.014,0.002,0.002,0.98,0.002
0.028,0.852,0.018,0.092,0.01
0.002,0.986,0.002,0.006,0.004
0.02,0.088,0.008,0.86,0.024
0.714,0.026,0.106,0.116,0.038
0.97,0.002,0.002,0.016,0.01
0.0,0.0,1.0,0.0,0.0
0.984,0.0,0.002,0.008,0.006
0.92,0.006,0.01,0.04,0.024
0.002,0.0,0.004,0.988,0.006
0.984,0.0,0.004,0.012,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.998,0.0,0.0,0.002,0.0
0.998,0.0,0.0,0.002,0.0
0.0,0.0,0.0,1.0,0.0
0.004,0.004,0.992,0.0,0.0
0.012,0.004,0.004,0.024,0.956
0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0
