0,1,2,3,4
0.3,0.024,0.018,0.058,0.6
0.016,0.0,0.002,0.012,0.97
0.834,0.028,0.008,0.1,0.03
0.014,0.002,0.0,0.004,0.98
0.002,0.002,0.004,0.006,0.986
0.018,0.938,0.008,0.032,0.004
0.002,0.002,0.036,0.952,0.008
0.008,0.002,0.002,0.012,0.976
0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0
0.978,0.0,0.01,0.01,0.002
0.02,0.0,0.0,0.006,0.974
0.98,0.0,0.0,0.01,0.01
1.0,0.0,0.0,0.0,0.0
0.98,0.0,0.002,0.016,0.002
0.988,0.0,0.002,0.006,0.004
0.99,0.0,0.004,0.006,0.0
1.0,0.0,0.0,0.0,0.0
0.992,0.002,0.0,0.002,0.004
0.0,0.0,1.0,0.0,0.0
0.154,0.062,0.01,0.742,0.032
0.03,0.104,0.034,0.828,0.004
0.994,0.0,0.0,0.004,0.002
0.0,0.004,0.992,0.004,0.0
0.008,0.894,0.086,0.008,0.004
0.976,0.004,0.002,0.008,0.01
0.0,0.0,1.0,0.0,0.0
0.996,0.0,0.0,0.002,0.002
0.026,0.082,0.808,0.068,0.016
0.038,0.036,0.06,0.854,0.012
0.032,0.16,0.02,0.764,0.024
0.982,0.004,0.002,0.008,0.004
0.01,0.006,0.0,0.978,0.006
0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.948,0.006,0.01,0.014,0.022
0.0,0.002,0.994,0.002,0.002
0.986,0.002,0.004,0.004,0.004
0.004,0.366,0.062,0.566,0.002
0.972,0.0,0.002,0.006,0.02
0.058,0.004,0.03,0.904,0.004
0.778,0.034,0.042,0.118,0.028
0.0,0.0,0.0,1.0,0.0
0.048,0.018,0.002,0.912,0.02
0.992,0.0,0.0,0.0,0.008
0.012,0.002,0.0,0.986,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0
0.006,0.002,0.002,0.002,0.988
1.0,0.0,0.0,0.0,0.0
0.024,0.01,0.006,0.024,0.936
0.994,0.0,0.0,0.004,0.002
0.0,0.0,0.0,0.0,1.0
0.002,0.002,0.986,0.01,0.0
0.0,0.0,1.0,0.0,0.0
