0,1,2,3,4
0.034,0.01,0.002,0.948,0.006
0.938,0.002,0.016,0.03,0.014
0.002,0.0,0.002,0.006,0.99
0.0,0.002,0.994,0.004,0.0
0.0,0.0,0.004,0.996,0.0
0.982,0.0,0.0,0.016,0.002
0.022,0.002,0.002,0.014,0.96
1.0,0.0,0.0,0.0,0.0
0.006,0.02,0.0,0.974,0.0
0.996,0.0,0.0,0.004,0.0
0.0,0.002,0.0,0.002,0.996
0.0,0.0,0.998,0.002,0.0
0.956,0.006,0.008,0.02,0.01
0.022,0.012,0.002,0.96,0.004
0.866,0.014,0.018,0.018,0.084
0.002,0.002,0.0,0.0,0.996
0.996,0.002,0.0,0.002,0.0
0.0,0.0,0.0,0.002,0.998
0.0,0.0,0.984,0.016,0.0
0.048,0.018,0.036,0.898,0.0
0.002,0.0,0.016,0.002,0.98
1.0,0.0,0.0,0.0,0.0
0.0,0.002,0.0,0.0,0.998
0.996,0.0,0.0,0.004,0.0
0.0,0.002,0.998,0.0,0.0
0.038,0.012,0.004,0.944,0.002
0.992,0.0,0.002,0.004,0.002
0.0,0.0,0.002,0.0,0.998
0.988,0.002,0.0,0.004,0.006
0.0,0.99,0.002,0.006,0.002
1.0,0.0,0.0,0.0,0.0
0.0,0.002,0.0,0.0,0.998
0.002,0.008,0.008,0.982,0.0
0.004,0.956,0.01,0.016,0.014
0.0,0.008,0.99,0.002,0.0
0.058,0.026,0.03,0.866,0.02
0.0,0.0,0.0,0.002,0.998
0.05,0.02,0.002,0.064,0.864
0.014,0.006,0.002,0.978,0.0
0.02,0.016,0.038,0.926,0.0
0.0,0.0,1.0,0.0,0.0
0.01,0.006,0.01,0.004,0.97
0.954,0.006,0.006,0.034,0.0
0.0,0.0,0.0,1.0,0.0
0.002,0.014,0.01,0.974,0.0
0.018,0.01,0.006,0.018,0.948
0.008,0.932,0.004,0.052,0.004
0.004,0.0,0.996,0.0,0.0
0.002,0.988,0.0,0.008,0.002
0.0,0.0,1.0,0.0,0.0
0.008,0.964,0.006,0.02,0.002
0.026,0.754,0.018,0.176,0.026
0.004,0.002,0.0,0.002,0.992
0.048,0.878,0.014,0.054,0.006
0.19,0.054,0.02,0.7,0.036
0.878,0.018,0.008,0.08,0.016
0.002,0.0,0.0,0.0,0.998
0.0,0.0,0.994,0.006,0.0
0.996,0.0,0.002,0.0,0.002
0.022,0.018,0.0,0.96,0.0
0.97,0.002,0.004,0.014,0.01
0.0,0.0,1.0,0.0,0.0
0.0,0.97,0.004,0.016,0.01
0.176,0.04,0.59,0.15,0.044
0.988,0.002,0.0,0.006,0.004
0.984,0.0,0.004,0.01,0.002
0.986,0.002,0.0,0.01,0.002
0.106,0.042,0.008,0.056,0.788
0.01,0.936,0.016,0.034,0.004
0.998,0.0,0.0,0.002,0.0
0.004,0.0,0.996,0.0,0.0
0.984,0.002,0.004,0.002,0.008
0.988,0.004,0.002,0.006,0.0
0.968,0.006,0.0,0.024,0.002
0.0,0.976,0.002,0.022,0.0
0.996,0.0,0.0,0.002,0.002
0.004,0.0,0.0,0.996,0.0
0.068,0.02,0.014,0.052,0.846
0.982,0.004,0.002,0.006,0.006
0.018,0.024,0.004,0.952,0.002
0.99,0.0,0.0,0.008,0.002
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.998,0.002,0.0
0.018,0.0,0.004,0.008,0.97
0.03,0.022,0.01,0.928,0.01
0.022,0.01,0.002,0.036,0.93
0.998,0.0,0.0,0.0,0.002
0.988,0.0,0.002,0.008,0.002
0.998,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.0,1.0
0.0,0.002,0.998,0.0,0.0
0.228,0.056,0.052,0.612,0.052
0.968,0.006,0.0,0.018,0.008
0.006,0.004,0.0,0.006,0.984
0.988,0.0,0.0,0.004,0.008
0.024,0.016,0.008,0.952,0.0
0.0,0.0,1.0,0.0,0.0
0.994,0.0,0.0,0.0,0.006
0.994,0.0,0.002,0.004,0.0
0.998,0.002,0.0,0.0,0.0
0.158,0.05,0.566,0.152,0.074
0.0,0.0,1.0,0.0,0.0
0.004,0.01,0.974,0.01,0.002
0.91,0.016,0.028,0.038,0.008
0.824,0.034,0.014,0.1,0.028
0.008,0.97,0.01,0.012,0.0
0.016,0.002,0.002,0.98,0.0
0.0,0.0,1.0,0.0,0.0
0.96,0.01,0.006,0.022,0.002
