0,1,2,3,4
0.99,0.0,0.002,0.004,0.004
0.968,0.008,0.002,0.014,0.008
0.986,0.0,0.006,0.006,0.002
0.058,0.112,0.666,0.152,0.012
0.014,0.004,0.008,0.974,0.0
0.01,0.012,0.978,0.0,0.0
0.002,0.996,0.0,0.002,0.0
0.93,0.01,0.006,0.042,0.012
0.038,0.016,0.888,0.048,0.01
0.944,0.004,0.004,0.028,0.02
0.092,0.024,0.764,0.088,0.032
0.0,0.0,0.998,0.002,0.0
0.0,0.0,1.0,0.0,0.0
0.99,0.002,0.0,0.004,0.004
0.008,0.002,0.008,0.96,0.022
0.998,0.0,0.0,0.0,0.002
0.014,0.008,0.924,0.044,0.01
0.0,0.988,0.002,0.004,0.006
0.0,0.002,0.0,0.0,0.998
0.998,0.0,0.0,0.002,0.0
0.024,0.002,0.0,0.972,0.002
0.016,0.91,0.024,0.046,0.004
1.0,0.0,0.0,0.0,0.0
0.008,0.958,0.006,0.028,0.0
0.994,0.002,0.0,0.004,0.0
1.0,0.0,0.0,0.0,0.0
0.002,0.0,0.0,0.024,0.974
0.0,0.0,0.002,0.998,0.0
0.992,0.0,0.008,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.002,0.994,0.0,0.004,0.0
0.994,0.0,0.006,0.0,0.0
0.004,0.0,0.0,0.002,0.994
0.0,0.006,0.0,0.0,0.994
0.0,0.0,0.002,0.992,0.006
0.982,0.004,0.002,0.01,0.002
0.002,0.008,0.966,0.022,0.002
0.002,0.0,0.996,0.002,0.0
0.994,0.0,0.0,0.002,0.004
0.0,0.0,0.0,0.0,1.0
0.976,0.002,0.008,0.006,0.008
0.008,0.002,0.0,0.026,0.964
0.0,0.002,0.988,0.01,0.0
0.112,0.02,0.032,0.102,0.734
0.004,0.0,0.002,0.994,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.976,0.008,0.01,0.006
0.03,0.002,0.074,0.888,0.006
0.0,0.996,0.0,0.002,0.002
0.998,0.0,0.0,0.0,0.002
0.986,0.0,0.0,0.008,0.006
0.984,0.002,0.002,0.008,0.004
0.016,0.01,0.936,0.028,0.01
0.956,0.0,0.004,0.016,0.024
0.97,0.006,0.006,0.01,0.008
0.016,0.104,0.01,0.856,0.014
0.994,0.0,0.002,0.004,0.0
0.002,0.0,0.0,0.0,0.998
0.99,0.002,0.002,0.006,0.0
0.006,0.004,0.032,0.95,0.008
0.01,0.0,0.0,0.004,0.986
0.0,0.0,0.996,0.004,0.0
0.998,0.002,0.0,0.0,0.0
0.966,0.002,0.01,0.016,0.006
0.002,0.024,0.01,0.962,0.002
0.006,0.976,0.01,0.008,0.0
0.014,0.028,0.888,0.062,0.008
0.0,0.0,1.0,0.0,0.0
0.968,0.002,0.004,0.018,0.008
0.002,0.0,0.002,0.006,0.99
0.002,0.002,0.992,0.002,0.002
1.0,0.0,0.0,0.0,0.0
0.512,0.052,0.068,0.338,0.03
0.0,0.0,0.0,0.0,1.0
0.014,0.006,0.066,0.904,0.01
1.0,0.0,0.0,0.0,0.0
0.996,0.0,0.0,0.004,0.0
0.004,0.0,0.002,0.994,0.0
0.934,0.0,0.006,0.016,0.044
0.976,0.0,0.002,0.016,0.006
0.996,0.0,0.0,0.002,0.002
0.046,0.012,0.01,0.924,0.008
0.99,0.0,0.002,0.008,0.0
0.02,0.016,0.014,0.948,0.002
0.004,0.0,0.0,0.002,0.994
0.01,0.002,0.004,0.972,0.012
0.008,0.972,0.006,0.014,0.0
0.008,0.942,0.008,0.042,0.0
0.002,0.07,0.014,0.91,0.004
0.002,0.0,0.0,0.0,0.998
0.992,0.0,0.0,0.004,0.004
0.024,0.902,0.04,0.024,0.01
0.0,0.0,1.0,0.0,0.0
0.994,0.0,0.002,0.004,0.0
0.044,0.01,0.004,0.936,0.006
0.99,0.0,0.0,0.01,0.0
0.992,0.0,0.002,0.004,0.002
0.102,0.002,0.008,0.88,0.008
0.01,0.002,0.968,0.02,0.0
0.028,0.006,0.922,0.034,0.01
0.006,0.002,0.014,0.032,0.946
0.006,0.006,0.006,0.97,0.012
0.006,0.0,0.99,0.002,0.002
0.996,0.0,0.0,0.004,0.0
0.006,0.002,0.01,0.976,0.006
0.0,0.0,0.0,0.0,1.0
0.004,0.976,0.002,0.018,0.0
0.008,0.0,0.0,0.002,0.99
0.0,0.0,1.0,0.0,0.0
0.02,0.002,0.002,0.01,0.966
0.028,0.02,0.002,0.94,0.01
0.914,0.006,0.008,0.058,0.014
0.992,0.0,0.002,0.006,0.0
0.002,0.004,0.986,0.008,0.0
0.042,0.012,0.0,0.018,0.928
0.99,0.0,0.0,0.01,0.0
0.946,0.014,0.006,0.03,0.004
0.004,0.964,0.002,0.028,0.002
0.996,0.0,0.004,0.0,0.0
0.942,0.008,0.002,0.04,0.008
0.96,0.002,0.002,0.034,0.002
0.982,0.0,0.006,0.004,0.008
0.0,0.988,0.002,0.01,0.0
0.004,0.004,0.988,0.004,0.0
1.0,0.0,0.0,0.0,0.0
0.996,0.0,0.0,0.002,0.002
0.014,0.002,0.002,0.976,0.006
0.048,0.862,0.016,0.064,0.01
0.944,0.0,0.002,0.032,0.022
0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0
0.014,0.044,0.06,0.88,0.002
0.012,0.954,0.022,0.008,0.004
0.996,0.002,0.0,0.002,0.0
0.004,0.016,0.96,0.012,0.008
0.99,0.002,0.0,0.006,0.002
0.0,0.0,0.0,0.0,1.0
0.032,0.002,0.002,0.004,0.96
0.994,0.0,0.0,0.002,0.004
0.002,0.002,0.99,0.006,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.002,0.996,0.002,0.0
0.038,0.002,0.024,0.914,0.022
0.99,0.004,0.0,0.006,0.0
0.02,0.004,0.002,0.0,0.974
0.014,0.01,0.016,0.958,0.002
0.768,0.028,0.022,0.15,0.032
0.024,0.016,0.054,0.012,0.894
0.992,0.002,0.0,0.004,0.002
0.004,0.004,0.976,0.012,0.004
0.014,0.024,0.002,0.944,0.016
0.986,0.0,0.012,0.002,0.0
0.024,0.04,0.874,0.054,0.008
0.998,0.002,0.0,0.0,0.0
0.0,0.004,0.0,0.996,0.0
0.012,0.004,0.976,0.008,0.0
0.022,0.004,0.0,0.006,0.968
0.002,0.006,0.006,0.978,0.008
0.0,0.006,0.016,0.0,0.978
0.066,0.008,0.014,0.074,0.838
