0,1,2,3,4
0.976,0.0,0.002,0.008,0.014
0.952,0.014,0.002,0.012,0.02
0.99,0.004,0.004,0.002,0.0
0.092,0.1,0.602,0.164,0.042
0.064,0.022,0.026,0.854,0.034
0.006,0.004,0.98,0.006,0.004
0.014,0.926,0.014,0.034,0.012
0.862,0.024,0.018,0.082,0.014
0.054,0.02,0.832,0.074,0.02
0.952,0.002,0.008,0.026,0.012
0.102,0.042,0.696,0.114,0.046
0.006,0.0,0.982,0.008,0.004
0.002,0.0,0.992,0.006,0.0
0.972,0.002,0.002,0.022,0.002
0.046,0.014,0.012,0.91,0.018
0.97,0.006,0.006,0.018,0.0
0.08,0.04,0.722,0.128,0.03
0.014,0.928,0.014,0.032,0.012
0.006,0.002,0.01,0.01,0.972
0.984,0.002,0.002,0.01,0.002
0.082,0.024,0.014,0.866,0.014
0.06,0.756,0.036,0.138,0.01
0.996,0.002,0.0,0.002,0.0
0.02,0.928,0.01,0.034,0.008
0.976,0.002,0.004,0.014,0.004
0.988,0.0,0.0,0.008,0.004
0.016,0.01,0.006,0.018,0.95
0.02,0.008,0.004,0.96,0.008
0.966,0.002,0.018,0.004,0.01
0.962,0.002,0.004,0.028,0.004
0.016,0.974,0.0,0.006,0.004
0.96,0.004,0.01,0.014,0.012
0.016,0.002,0.004,0.014,0.964
0.032,0.01,0.004,0.014,0.94
0.01,0.012,0.006,0.968,0.004
0.948,0.012,0.012,0.018,0.01
0.028,0.012,0.924,0.03,0.006
0.002,0.004,0.988,0.002,0.004
0.934,0.008,0.004,0.046,0.008
0.01,0.004,0.004,0.008,0.974
0.936,0.002,0.016,0.034,0.012
0.022,0.002,0.004,0.024,0.948
0.018,0.006,0.96,0.008,0.008
0.224,0.03,0.044,0.146,0.556
0.038,0.018,0.004,0.932,0.008
0.002,0.0,0.99,0.006,0.002
0.042,0.844,0.01,0.076,0.028
0.062,0.006,0.024,0.9,0.008
0.008,0.958,0.006,0.022,0.006
0.946,0.014,0.004,0.028,0.008
0.912,0.026,0.014,0.03,0.018
0.86,0.012,0.018,0.044,0.066
0.084,0.038,0.786,0.062,0.03
0.942,0.002,0.016,0.018,0.022
0.888,0.01,0.008,0.066,0.028
0.096,0.15,0.044,0.676,0.034
0.964,0.002,0.006,0.02,0.008
0.004,0.004,0.0,0.002,0.99
0.958,0.006,0.002,0.028,0.006
0.038,0.018,0.044,0.882,0.018
0.01,0.004,0.008,0.004,0.974
0.008,0.006,0.984,0.002,0.0
0.986,0.006,0.0,0.004,0.004
0.898,0.022,0.014,0.04,0.026
0.014,0.04,0.01,0.93,0.006
0.018,0.912,0.016,0.042,0.012
0.066,0.048,0.764,0.106,0.016
0.008,0.002,0.98,0.008,0.002
0.91,0.018,0.014,0.054,0.004
0.002,0.002,0.0,0.006,0.99
0.002,0.004,0.986,0.004,0.004
0.972,0.006,0.0,0.012,0.01
0.494,0.082,0.076,0.29,0.058
0.002,0.002,0.002,0.002,0.992
0.048,0.022,0.032,0.86,0.038
0.992,0.004,0.0,0.0,0.004
0.976,0.0,0.002,0.002,0.02
0.022,0.018,0.004,0.95,0.006
0.898,0.012,0.022,0.042,0.026
0.916,0.004,0.0,0.066,0.014
0.972,0.004,0.004,0.016,0.004
0.09,0.028,0.016,0.86,0.006
0.958,0.014,0.0,0.02,0.008
0.07,0.018,0.022,0.876,0.014
0.032,0.0,0.004,0.01,0.954
0.052,0.014,0.032,0.884,0.018
0.042,0.872,0.03,0.046,0.01
0.044,0.864,0.016,0.064,0.012
0.03,0.054,0.038,0.86,0.018
0.038,0.008,0.01,0.032,0.912
0.938,0.004,0.008,0.03,0.02
0.024,0.884,0.01,0.05,0.032
0.0,0.002,0.996,0.002,0.0
0.944,0.01,0.006,0.026,0.014
0.058,0.026,0.016,0.892,0.008
0.982,0.0,0.006,0.01,0.002
0.984,0.0,0.0,0.008,0.008
0.134,0.024,0.014,0.82,0.008
0.046,0.028,0.874,0.042,0.01
0.042,0.014,0.87,0.044,0.03
0.024,0.002,0.002,0.014,0.958
0.024,0.006,0.026,0.938,0.006
0.006,0.002,0.978,0.006,0.008
0.972,0.004,0.002,0.006,0.016
0.042,0.006,0.012,0.938,0.002
0.008,0.0,0.006,0.002,0.984
0.016,0.96,0.004,0.016,0.004
0.018,0.01,0.006,0.016,0.95
0.0,0.004,0.992,0.004,0.0
0.038,0.006,0.008,0.014,0.934
0.072,0.04,0.022,0.814,0.052
0.842,0.038,0.012,0.086,0.022
0.97,0.002,0.004,0.012,0.012
0.01,0.014,0.962,0.012,0.002
0.094,0.02,0.006,0.022,0.858
0.974,0.006,0.002,0.014,0.004
0.77,0.034,0.034,0.14,0.022
0.01,0.938,0.008,0.04,0.004
0.988,0.004,0.0,0.006,0.002
0.836,0.018,0.036,0.094,0.016
0.926,0.002,0.002,0.058,0.012
0.986,0.004,0.0,0.004,0.006
0.01,0.956,0.008,0.026,0.0
0.004,0.008,0.966,0.012,0.01
0.984,0.002,0.006,0.004,0.004
0.968,0.0,0.002,0.014,0.016
0.07,0.016,0.024,0.872,0.018
0.042,0.88,0.022,0.046,0.01
0.86,0.018,0.02,0.064,0.038
0.01,0.006,0.0,0.006,0.978
0.992,0.002,0.002,0.004,0.0
0.084,0.034,0.062,0.8,0.02
0.01,0.882,0.016,0.076,0.016
0.972,0.004,0.004,0.01,0.01
0.038,0.02,0.904,0.028,0.01
0.956,0.004,0.002,0.024,0.014
0.024,0.002,0.004,0.002,0.968
0.042,0.014,0.002,0.022,0.92
0.938,0.016,0.006,0.03,0.01
0.014,0.0,0.972,0.01,0.004
0.0,0.0,0.0,0.002,0.998
0.002,0.0,0.992,0.004,0.002
0.032,0.008,0.012,0.934,0.014
0.954,0.016,0.004,0.024,0.002
0.028,0.02,0.01,0.026,0.916
0.024,0.014,0.038,0.912,0.012
0.706,0.054,0.014,0.192,0.034
0.056,0.016,0.018,0.02,0.89
0.972,0.002,0.006,0.016,0.004
0.024,0.016,0.906,0.046,0.008
0.072,0.046,0.014,0.834,0.034
0.962,0.0,0.016,0.012,0.01
0.082,0.094,0.71,0.086,0.028
0.982,0.004,0.004,0.01,0.0
0.016,0.018,0.022,0.944,0.0
0.02,0.002,0.956,0.014,0.008
0.054,0.006,0.008,0.036,0.896
0.034,0.022,0.036,0.892,0.016
0.016,0.014,0.008,0.014,0.948
0.128,0.018,0.018,0.094,0.742
