0,1,2,3,4
0.246,0.062,0.028,0.112,0.552
0.04,0.006,0.018,0.018,0.918
0.692,0.066,0.04,0.12,0.082
0.028,0.006,0.008,0.016,0.942
0.044,0.018,0.03,0.024,0.884
0.036,0.904,0.01,0.032,0.018
0.052,0.012,0.026,0.896,0.014
0.014,0.012,0.002,0.014,0.958
0.008,0.0,0.006,0.006,0.98
0.002,0.0,0.996,0.002,0.0
0.958,0.0,0.01,0.02,0.012
0.006,0.0,0.0,0.002,0.992
0.964,0.002,0.004,0.018,0.012
0.974,0.004,0.006,0.014,0.002
0.896,0.018,0.014,0.064,0.008
0.898,0.016,0.018,0.05,0.018
0.954,0.006,0.008,0.026,0.006
0.986,0.002,0.004,0.004,0.004
0.982,0.002,0.002,0.01,0.004
0.002,0.002,0.992,0.002,0.002
0.194,0.05,0.028,0.68,0.048
0.12,0.092,0.036,0.732,0.02
0.966,0.004,0.008,0.008,0.014
0.006,0.004,0.98,0.008,0.002
0.006,0.942,0.024,0.022,0.006
0.972,0.002,0.0,0.014,0.012
0.0,0.0,0.988,0.01,0.002
0.938,0.004,0.006,0.046,0.006
0.076,0.056,0.728,0.11,0.03
0.104,0.07,0.054,0.732,0.04
0.082,0.128,0.034,0.726,0.03
0.93,0.006,0.01,0.04,0.014
0.048,0.016,0.014,0.902,0.02
0.006,0.0,0.99,0.002,0.002
0.992,0.0,0.002,0.004,0.002
0.882,0.02,0.016,0.04,0.042
0.008,0.006,0.97,0.01,0.006
0.932,0.01,0.01,0.04,0.008
0.044,0.232,0.044,0.658,0.022
0.876,0.022,0.014,0.062,0.026
0.11,0.026,0.048,0.794,0.022
0.756,0.048,0.016,0.126,0.054
0.012,0.01,0.006,0.972,0.0
0.088,0.01,0.012,0.874,0.016
0.97,0.002,0.006,0.018,0.004
0.05,0.004,0.012,0.924,0.01
0.006,0.0,0.0,0.004,0.99
0.0,0.002,0.996,0.002,0.0
0.006,0.006,0.002,0.01,0.976
0.982,0.008,0.004,0.006,0.0
0.012,0.01,0.008,0.012,0.958
0.994,0.002,0.0,0.002,0.002
0.004,0.002,0.0,0.004,0.99
0.03,0.012,0.918,0.028,0.012
0.008,0.002,0.984,0.004,0.002
0.908,0.012,0.01,0.05,0.02
0.846,0.02,0.028,0.076,0.03
0.068,0.034,0.022,0.858,0.018
0.974,0.002,0.006,0.012,0.006
0.018,0.012,0.95,0.016,0.004
0.008,0.004,0.976,0.012,0.0
0.952,0.006,0.004,0.016,0.022
0.988,0.0,0.008,0.004,0.0
0.018,0.002,0.012,0.016,0.952
0.98,0.006,0.006,0.006,0.002
0.958,0.004,0.008,0.016,0.014
0.132,0.034,0.038,0.776,0.02
0.996,0.0,0.002,0.002,0.0
0.006,0.002,0.986,0.004,0.002
0.044,0.012,0.024,0.016,0.904
0.952,0.004,0.01,0.018,0.016
0.196,0.108,0.066,0.596,0.034
0.95,0.006,0.004,0.026,0.014
0.022,0.938,0.002,0.03,0.008
0.14,0.172,0.056,0.6,0.032
0.008,0.006,0.004,0.002,0.98
0.056,0.022,0.022,0.042,0.858
