0,1,2,3,4
0.044,0.012,0.004,0.018,0.922
0.056,0.004,0.008,0.046,0.886
0.114,0.026,0.656,0.134,0.07
0.05,0.014,0.014,0.014,0.908
0.006,0.008,0.978,0.006,0.002
0.022,0.004,0.0,0.024,0.95
0.898,0.012,0.012,0.06,0.018
0.984,0.0,0.004,0.01,0.002
0.906,0.018,0.01,0.044,0.022
0.01,0.002,0.004,0.006,0.978
0.02,0.92,0.018,0.032,0.01
0.908,0.006,0.008,0.044,0.034
0.88,0.024,0.012,0.054,0.03
0.75,0.034,0.036,0.148,0.032
0.974,0.008,0.004,0.01,0.004
0.78,0.026,0.05,0.078,0.066
0.006,0.002,0.99,0.002,0.0
0.956,0.008,0.014,0.012,0.01
0.02,0.91,0.008,0.05,0.012
0.068,0.028,0.02,0.87,0.014
0.004,0.006,0.968,0.02,0.002
0.954,0.008,0.008,0.02,0.01
0.964,0.01,0.002,0.014,0.01
0.002,0.004,0.018,0.026,0.95
0.02,0.006,0.006,0.026,0.942
0.018,0.934,0.006,0.04,0.002
0.802,0.034,0.022,0.1,0.042
0.06,0.016,0.016,0.886,0.022
0.132,0.052,0.112,0.096,0.608
0.108,0.016,0.03,0.84,0.006
0.068,0.016,0.044,0.862,0.01
0.946,0.006,0.006,0.032,0.01
0.024,0.002,0.006,0.02,0.948
0.018,0.02,0.014,0.926,0.022
0.01,0.004,0.976,0.008,0.002
0.982,0.002,0.004,0.008,0.004
0.04,0.018,0.006,0.928,0.008
0.96,0.008,0.006,0.014,0.012
0.052,0.084,0.082,0.75,0.032
0.006,0.002,0.98,0.012,0.0
0.038,0.058,0.004,0.876,0.024
0.058,0.0,0.01,0.016,0.916
0.94,0.006,0.026,0.018,0.01
0.036,0.004,0.004,0.02,0.936
0.96,0.006,0.01,0.014,0.01
0.014,0.004,0.96,0.02,0.002
0.026,0.012,0.02,0.928,0.014
0.0,0.002,0.994,0.004,0.0
0.004,0.0,0.99,0.004,0.002
0.958,0.004,0.004,0.016,0.018
0.912,0.01,0.008,0.046,0.024
0.034,0.01,0.014,0.922,0.02
0.944,0.006,0.016,0.028,0.006
0.876,0.018,0.02,0.066,0.02
0.078,0.034,0.044,0.05,0.794
0.02,0.008,0.004,0.018,0.95
0.764,0.032,0.034,0.13,0.04
0.954,0.006,0.004,0.026,0.01
0.056,0.012,0.024,0.894,0.014
0.912,0.008,0.002,0.06,0.018
0.032,0.04,0.014,0.91,0.004
0.006,0.006,0.004,0.012,0.972
0.03,0.864,0.016,0.074,0.016
0.042,0.862,0.034,0.032,0.03
0.062,0.82,0.022,0.086,0.01
0.006,0.002,0.0,0.0,0.992
