0,1,2,3,4
0.1,0.008,0.012,0.024,0.856
0.018,0.0,0.0,0.008,0.974
0.818,0.032,0.026,0.112,0.012
0.002,0.0,0.002,0.002,0.994
0.006,0.0,0.004,0.012,0.978
0.002,0.984,0.006,0.004,0.004
0.008,0.002,0.006,0.982,0.002
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0
0.992,0.0,0.0,0.008,0.0
0.012,0.0,0.0,0.006,0.982
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.876,0.004,0.006,0.11,0.004
0.994,0.0,0.002,0.0,0.004
0.994,0.0,0.002,0.002,0.002
1.0,0.0,0.0,0.0,0.0
0.992,0.002,0.0,0.004,0.002
0.0,0.0,1.0,0.0,0.0
0.112,0.018,0.004,0.858,0.008
0.018,0.122,0.02,0.83,0.01
0.974,0.008,0.002,0.004,0.012
0.0,0.004,0.996,0.0,0.0
0.002,0.936,0.052,0.008,0.002
1.0,0.0,0.0,0.0,0.0
0.0,0.004,0.996,0.0,0.0
0.93,0.0,0.002,0.064,0.004
0.05,0.09,0.786,0.068,0.006
0.014,0.018,0.05,0.916,0.002
0.026,0.096,0.014,0.856,0.008
0.978,0.006,0.002,0.012,0.002
0.04,0.006,0.0,0.954,0.0
0.002,0.0,0.998,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.988,0.0,0.01,0.0,0.002
0.0,0.0,0.998,0.002,0.0
0.992,0.004,0.002,0.002,0.0
0.004,0.194,0.02,0.782,0.0
0.956,0.0,0.002,0.002,0.04
0.042,0.002,0.014,0.932,0.01
0.896,0.004,0.034,0.05,0.016
0.0,0.0,0.0,1.0,0.0
0.032,0.0,0.0,0.958,0.01
0.998,0.002,0.0,0.0,0.0
0.004,0.002,0.002,0.99,0.002
0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.002,0.998
0.994,0.0,0.0,0.006,0.0
0.022,0.006,0.002,0.012,0.958
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.008,0.01,0.974,0.008,0.0
0.0,0.0,1.0,0.0,0.0
0.982,0.006,0.002,0.01,0.0
0.958,0.012,0.006,0.018,0.006
0.004,0.016,0.002,0.978,0.0
0.998,0.0,0.0,0.0,0.002
0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.992,0.0,0.002,0.0,0.006
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.998,0.0,0.0,0.002,0.0
0.992,0.0,0.006,0.0,0.002
0.044,0.004,0.014,0.934,0.004
1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.028,0.032,0.008,0.006,0.926
1.0,0.0,0.0,0.0,0.0
0.092,0.066,0.012,0.82,0.01
0.978,0.012,0.002,0.006,0.002
0.002,0.978,0.002,0.014,0.004
0.042,0.182,0.038,0.732,0.006
0.002,0.002,0.002,0.0,0.994
0.018,0.0,0.004,0.006,0.972
1.0,0.0,0.0,0.0,0.0
