0,1,2,3,4
1.0,0.0,0.0,0.0,0.0
0.006,0.002,0.0,0.002,0.99
0.0,0.0,1.0,0.0,0.0
0.79,0.004,0.028,0.104,0.074
0.022,0.014,0.022,0.938,0.004
0.994,0.002,0.0,0.004,0.0
0.984,0.002,0.002,0.01,0.002
0.968,0.002,0.002,0.014,0.014
0.0,0.004,0.996,0.0,0.0
0.99,0.002,0.004,0.004,0.0
0.008,0.0,0.0,0.99,0.002
0.0,0.018,0.012,0.968,0.002
0.008,0.962,0.004,0.022,0.004
0.97,0.002,0.0,0.018,0.01
0.314,0.072,0.312,0.214,0.088
0.0,0.998,0.0,0.002,0.0
0.0,0.0,1.0,0.0,0.0
0.01,0.012,0.024,0.952,0.002
0.972,0.002,0.002,0.018,0.006
0.972,0.008,0.006,0.01,0.004
0.002,0.004,0.002,0.006,0.986
0.0,0.0,0.0,0.0,1.0
0.0,0.002,0.002,0.002,0.994
0.998,0.0,0.0,0.002,0.0
0.0,0.0,0.0,0.002,0.998
0.988,0.0,0.0,0.006,0.006
0.0,0.0,1.0,0.0,0.0
0.216,0.12,0.064,0.574,0.026
0.0,0.0,1.0,0.0,0.0
0.008,0.006,0.972,0.008,0.006
0.542,0.032,0.036,0.372,0.018
0.02,0.012,0.004,0.962,0.002
0.0,0.002,0.996,0.0,0.002
0.846,0.004,0.016,0.08,0.054
0.024,0.006,0.008,0.012,0.95
0.022,0.0,0.004,0.012,0.962
0.052,0.038,0.016,0.876,0.018
0.996,0.0,0.0,0.0,0.004
0.028,0.04,0.896,0.03,0.006
0.0,0.0,0.0,1.0,0.0
0.992,0.002,0.004,0.0,0.002
0.002,0.0,0.99,0.002,0.006
0.002,0.002,0.0,0.0,0.996
0.906,0.008,0.038,0.04,0.008
0.986,0.0,0.012,0.002,0.0
0.04,0.014,0.004,0.94,0.002
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.992,0.008,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.03,0.0,0.002,0.964,0.004
0.006,0.0,0.0,0.002,0.992
0.926,0.004,0.02,0.04,0.01
0.002,0.954,0.002,0.004,0.038
0.0,0.98,0.008,0.01,0.002
0.002,0.0,0.996,0.0,0.002
0.002,0.01,0.0,0.008,0.98
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.998,0.0,0.0,0.002,0.0
0.0,0.0,1.0,0.0,0.0
0.976,0.0,0.012,0.012,0.0
0.0,0.0,1.0,0.0,0.0
0.996,0.0,0.002,0.002,0.0
