0,1,2,3,4
0.988,0.0,0.0,0.0,0.012
0.994,0.002,0.0,0.004,0.0
0.994,0.002,0.0,0.004,0.0
0.066,0.18,0.662,0.072,0.02
0.014,0.002,0.006,0.968,0.01
0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.902,0.01,0.004,0.082,0.002
0.054,0.022,0.872,0.044,0.008
0.972,0.002,0.002,0.016,0.008
0.024,0.028,0.924,0.022,0.002
0.0,0.0,1.0,0.0,0.0
0.0,0.002,0.994,0.004,0.0
1.0,0.0,0.0,0.0,0.0
0.004,0.0,0.002,0.972,0.022
0.996,0.002,0.0,0.002,0.0
0.038,0.014,0.912,0.032,0.004
0.002,0.99,0.002,0.006,0.0
0.002,0.0,0.0,0.002,0.996
0.98,0.0,0.0,0.008,0.012
0.024,0.002,0.0,0.972,0.002
0.014,0.832,0.006,0.144,0.004
1.0,0.0,0.0,0.0,0.0
0.002,0.958,0.018,0.022,0.0
0.994,0.002,0.0,0.002,0.002
1.0,0.0,0.0,0.0,0.0
0.058,0.002,0.0,0.03,0.91
0.006,0.0,0.002,0.99,0.002
0.998,0.002,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.998,0.0,0.002,0.0
0.994,0.0,0.004,0.002,0.0
0.0,0.0,0.0,0.0,1.0
0.004,0.0,0.0,0.002,0.994
0.002,0.004,0.0,0.994,0.0
0.984,0.0,0.006,0.008,0.002
0.008,0.01,0.974,0.006,0.002
0.0,0.0,1.0,0.0,0.0
0.986,0.0,0.0,0.014,0.0
0.0,0.0,0.0,0.0,1.0
0.996,0.0,0.0,0.002,0.002
0.0,0.0,0.0,0.024,0.976
0.01,0.008,0.972,0.006,0.004
0.074,0.01,0.012,0.036,0.868
0.004,0.0,0.0,0.996,0.0
0.0,0.0,1.0,0.0,0.0
0.004,0.95,0.038,0.006,0.002
0.004,0.002,0.002,0.984,0.008
0.0,0.994,0.002,0.004,0.0
1.0,0.0,0.0,0.0,0.0
0.984,0.002,0.004,0.006,0.004
0.96,0.008,0.02,0.01,0.002
0.01,0.004,0.97,0.012,0.004
1.0,0.0,0.0,0.0,0.0
0.83,0.006,0.002,0.158,0.004
0.01,0.092,0.006,0.888,0.004
0.976,0.004,0.004,0.014,0.002
0.0,0.0,0.0,0.0,1.0
0.988,0.0,0.002,0.006,0.004
0.006,0.004,0.0,0.988,0.002
0.002,0.0,0.0,0.0,0.998
0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.962,0.004,0.016,0.014,0.004
0.0,0.018,0.0,0.982,0.0
0.002,0.986,0.008,0.004,0.0
0.008,0.014,0.962,0.014,0.002
0.0,0.002,0.998,0.0,0.0
0.98,0.0,0.0,0.016,0.004
0.002,0.002,0.0,0.002,0.994
0.0,0.0,0.998,0.002,0.0
1.0,0.0,0.0,0.0,0.0
0.524,0.1,0.062,0.294,0.02
0.0,0.0,0.0,0.002,0.998
0.002,0.006,0.008,0.982,0.002
0.996,0.0,0.0,0.002,0.002
0.998,0.0,0.0,0.0,0.002
0.006,0.004,0.0,0.99,0.0
0.964,0.002,0.008,0.02,0.006
0.88,0.002,0.002,0.114,0.002
0.994,0.0,0.0,0.006,0.0
0.014,0.01,0.012,0.958,0.006
0.998,0.0,0.0,0.002,0.0
0.002,0.002,0.0,0.996,0.0
0.0,0.0,0.0,0.0,1.0
0.026,0.018,0.006,0.95,0.0
